“id”,“project_number”,“project_name”,"project_address",“project_city”,“project_province”,“registration_date”,“certification_date”,certification_level,rating_system,“project_size”,project_type,owner_type
"1804","13098","South Station (Fire Hall # 5)","200 Airport Road","Fort McMurray","Alberta","2010-01-08","2017-04-04","1",“25”,"4426","23","3"
"1805","10963","Caserne  de pompier no 5, 535 Gréber Gatineau","535 Boul. Gréber","Gatineau","Quebec","2007-11-16","2010-04-09","1",“25”,"2805","23","3"
"1806","10336","Vars Fire Station No. 73","6090 Rockdale Road","Ottawa","Ontario","2006-05-25","2011-08-11","1",“25”,"736","23","3"
"1807","10203","Ottawa Paramedic Service Headquarters","2465 Don Reid Drive","Ottawa","Ontario","2005-08-11","2006-07-17","1",“25”,"9465","23","3"
"1808","12347","Sackville Emergency Services Town Hall Facility","31, Main Street","Sackville","New Brunswick","2009-06-25","2015-07-29","1",“25”,"3111","23","3"
"1809","11434","Saskatoon Fire Department: Fire Station No. 8","207 Slimmon Road","Saskatoon","Saskatchewan","2008-06-22","2015-02-24","1",“25”,"1076","23","3"
"1810","13777","Halifax Regional Fire Station #65 - Upper Tantallon","31 Scholars Road","Upper Tantallon","Nova Scotia","2010-06-18","2017-05-03","1",“25”,"746","23","3"
"1811","14661","Country-Hills Multi-Services Centre","Country Village Link NE","Calgary","Alberta","2007-09-11","2005-10-27","2",“11”,"4002","23","3"
"1812","10525","Randy Herman Centre for Community Safety","11960 Haney Place","Maple Ridge","British Columbia","2007-01-02","2009-07-14","2",“20”,"2334","23","3"
"1813","10197","10 Peel Centre Drive, Suite B","10 Peel Centre Drive","Brampton","Ontario","2005-10-11","2011-09-16","2",“25”,"17849","23","3"
"1814","10414","Fire Station No.7","3151 Gilmore Diversion","Burnaby","British Columbia","2006-09-25","2011-09-19","2",“25”,"1500","23","3"
"1815","11520","Calgary Police Service Forensic Centre","1010 26 Avenue SE","Calgary","Alberta","2008-08-01","2014-10-07","2",“25”,"2023","23","3"
"1816","10955","Saddleridge Multi-Services Centre","800 Saddle Towne Circle, NE","Calgary","Alberta","2007-10-18","2013-02-15","2",“25”,"4843","23","3"
"1817","10213","Signal Hill Fire Station #33","3800 69th Street SW","Calgary","Alberta","2005-09-01","2010-07-22","2",“25”,"1566","23","3"
"1818","10264","RCMP: WoodBuffalo Detachment","Timberlea Subdivision","Fort McMurray","Alberta","2006-04-03","2012-08-30","2",“25”,"6500","23","3"
"1819","11804","Ville de Gatineau - Nouvelle caserne no. 8","850 Avenue Buckingham","Gatineau","Quebec","2008-12-15","2013-04-29","2",“25”,"1465","23","3"
"1820","11430","Clair Road Emergency Services Centre","160 Clair Road West","Guelph","Ontario","2008-06-21","2013-12-02","2",“25”,"3482","23","3"
"1821","13773","Herring Cove & District Fire Department, Station #60","57 Ketch Harbour Road","Halifax","Nova Scotia","2010-06-18","2016-04-22","2",“25”,"1106","23","3"
"1822","13716","Markham Fire Station 99","3199 Bur Oak Avenue","Markham","Ontario","2010-06-17","2014-02-04","2",“25”,"925","23","3"
"1823","11955","The Garry W. Morden Centre","7535 Ninth Line","Mississauga","Ontario","2009-10-13","2014-02-13","2",“25”,"6253","23","3"
"1824","10390","Nanaimo Fire Station #4","1421 Cranberry Avenue","Nanaimo","British Columbia","2006-08-28","2011-08-31","2",“25”,"768","23","3"
"1825","13002","Ottawa Central Ambulance Communications Centre","2475 Don Reid Drive","Ottawa","Ontario","2010-09-03","2013-11-28","2",“25”,"2619","23","3"
"1826","13245","Ottawa Fire Services - Fire Station No. 47","3559 Greenbank Road","Ottawa","Ontario","2010-04-19","2013-09-18","2",“25”,"1207","23","3"
"1827","13261","Ottawa Fire Services - Fire Station No. 46","34 Iber Road","Ottawa","Ontario","2010-04-19","2012-11-02","2",“25”,"1189","23","3"
"1828","12514","Prince George RCMP Municipal Facility","455 Victoria Street","Prince George","British Columbia","2009-09-18","2017-08-02","2",“25”,"6021","23","3"
"1829","11260","City of Red Deer RCMP Detachment","4602 - 51 Avenue","Red Deer","Alberta","2008-04-29","2015-06-04","2",“25”,"8096","23","3"
"1830","10115","Hamilton Fire Hall","23031 Westminster Hwy.","Richmond","British Columbia","2005-02-07","2014-05-21","2",“25”,"756","23","3"
"1831","13655","Saskatoon Police Services HQ","76 - 25th Street East","Saskatoon","Saskatchewan","2010-10-04","2016-03-22","2",“25”,"35674","23","3"
"1832","12648","Toronto Police Service 11 Division","2054 Davenport Road","Toronto","Ontario","2009-10-07","2015-05-14","2",“25”,"5970","23","3"
"1833","11166","West Kelowna RCMP Detachment Building","2381 Pamela Road","Westbank","British Columbia","2008-02-21","2014-02-20","2",“25”,"1767","23","3"
"1834","12993","Windsor Fire Hall No. 7","1380 Matthew Brady Blvd.","Windsor","Ontario","2010-01-04","2015-08-10","2",“25”,"982","23","3"
"1835","12054","Confidential Project",,,"Alberta","2009-03-10","2017-08-29","2",“25”,"6843","23","3"
"1836","12372","Confidential Project",,,"Nova Scotia","2010-10-18","2014-03-14","2",“25”,"430","23","3"
"1837","14248","Central Saanich Volunteer Fire Department Station No.1","1512 Keating Cross Road","Central Saanich","British Columbia","2011-03-17","2015-02-03","2",“26”,"2155","23","3"
"1838","16315","Caserne de pompier no 6, 325 St-René Gatineau","325 boulevard Saint-René Est","Gatineau","Quebec","2013-07-04","2016-06-23","2",“26”,"1684","23","3"
"1839","16651","Robertsville Paramedic Base Station","15405 County Road 509","Robertsville","Ontario","2013-10-23","2015-09-01","2",“26”,"144","23","3"
"1840","16092","Poste de la Sûreté du Québec - MRC Beauharnois-Salaberry","625 boul. Hébert,","Salaberry-de-Valleyfield","Quebec","2013-03-06","2015-08-10","2",“26”,"1623","23","3"
"1841","13861","Strathcona County Emergency Services Fire Station #6 and Administration Building","915 Bison Way","Sherwood Park","Alberta","2010-10-13","2015-12-09","2",“26”,"4342","23","3"
"1842","16740","Merrittville EMS Base","2201 St. David's Road","Thorold","Ontario","2013-12-10","2017-10-16","2",“26”,"322","23","3"
"1843","14923","West District Police Station","2325 Grant Avenue","Winnipeg","Manitoba","2011-06-06","2017-05-05","2",“26”,"3105","23","3"
"1844","14535","Edmonton Police Service - Southeast Division Station","104 Youville Drive East N.W.","Edmonton","Alberta","2002-08-19","2006-01-18","3",“10”,"4547","23","3"
"1845","15233","Community Safety Building - Main Floor: South Offices","Ground Floor, 11411 No 5 Road","Richmond","British Columbia","2011-11-04","2015-06-03","3",“20”,"1295","23","3"
"1846","12927","Brampton Fire Station 212","8220 Mississauga Road","Brampton","Ontario","2009-12-01","2017-04-11","3",“25”,"1026","23","3"
"1847","13062","Fire Station # 8","1837 Ironstone Dr.","Burlington","Ontario","2009-12-22","2015-05-27","3",“25”,"674","23","3"
"1848","11691","Louise Station Fire Hall #6","898 4th Ave SW","Calgary","Alberta","2008-09-30","2017-05-12","3",“25”,"1300","23","3"
"1849","13569","Fire Station #40 - Symons Valley","12920 Symons Valley Road NW","Calgary","Alberta","2010-05-27","2015-05-08","3",“25”,"1487","23","3"
"1850","13570","Douglas Glen Fire station 39","4199, 114th Avenue SE","Calgary","Alberta","2010-05-27","2015-04-06","3",“25”,"1798","23","3"
"1851","13568","South Calgary Fire Station #5","3192 - 14th Street SW","Calgary","Alberta","2010-05-27","2014-01-03","3",“25”,"1431","23","3"
"1852","10819","Emergency Apparatus Repair Facility","1755 - 18th Avenue NE","Calgary","Alberta","2007-07-23","2013-10-10","3",“25”,"6118","23","3"
"1853","10818","CFD Fire Station #35 Valley Ridge","11280 Valley Ridge blvd. NW","Calgary","Alberta","2007-07-23","2012-03-23","3",“25”,"1500","23","3"
"1854","10554","Waterloo Regional Police Service Investigative Services Building","TBD","Cambridge","Ontario","2007-01-22","2009-08-19","3",“25”,"4148","23","3"
"1855","12479","York Region Emergency Medical Services Headquarters","Bales Drive East","East Gwillimbury","Ontario","2009-08-21","2013-02-28","3",“25”,"6300","23","3"
"1856","12409","Fire Rescue Services Ellerslie Fire Station No. 27","1203 Ellwood Road","Edmonton","Alberta","2009-10-20","2014-06-26","3",“25”,"1824","23","3"
"1857","10204","Kingston Police Headquarters","705 Division Street","Kingston","Ontario","2005-08-15","2008-01-25","3",“25”,"11288","23","3"
"1858","11050","Maple Ridge Firehall No. 1","22703 Dewdney Trunk Road","Maple Ridge","British Columbia","2008-02-13","2014-04-19","3",“25”,"2150","23","3"
"1859","12907","Poste de quartier 3 à Montréal (Pierrefonds).","14680, boul Pierrefonds","Montréal","Quebec","2010-01-12","2014-11-14","3",“25”,"845","23","3"
"1860","11698","West Division Patrol Station","Palladium Drive and Huntmar Road","Ottawa","Ontario","2008-10-02","2013-02-01","3",“25”,"3850","23","3"
"1861","11993","City of Regina Fire Station 4","3855 Dewdney Avenue","Regina","Saskatchewan","2009-02-17","2013-12-17","3",“25”,"1070","23","3"
"1862","13893","Steveston Fire Hall","11011 No. 2 Rd","Richmond","British Columbia","2010-11-23","2015-04-09","3",“25”,"727","23","3"
"1863","10597","City of Saint John Police Headquarters","One Peel Plaza","Saint John","New Brunswick","2007-03-12","2014-12-04","3",“25”,"6437","23","3"
"1864","10615","City of St. Albert Fire Station No 3","100 Giroux Road","St. Albert","Alberta","2007-09-11","2011-03-18","3",“25”,"2470","23","3"
"1865","13507","County of Frontenac - Sydenham Ambulance Base","4245 Stagecoach Road","Sydenham","Ontario","2010-05-13","2012-09-19","3",“25”,"272","23","3"
"1866","13204","Superior North EMS Headquarters","Junot Avenue South","Thunder Bay","Ontario","2010-03-16","2014-08-06","3",“25”,"3471","23","3"
"1867","12846","VPD Property and Forensic Storage Facility","2010 Glen Drive","Vancouver","British Columbia","2009-12-01","2017-06-25","3",“25”,"6057","23","3"
"1868","11071","City of Vancouver Tactical Training Centre","2010 Glen Drive","Vancouver","British Columbia","2008-01-29","2016-04-20","3",“25”,"4753","23","3"
"1869","12411","City of Vancouver Fire Hall No. 15 - Renfrew","3003 East 22nd Avenue","Vancouver","British Columbia","2009-08-06","2015-05-25","3",“25”,"1386","23","3"
"1870","13395","Vaughan Fire & Rescue Service FIRE STATION #7-10","10800 Dufferin Street","Vaughan","Ontario","2010-05-11","2013-06-11","3",“25”,"672","23","3"
"1871","10183","Vaughan Fire & Rescue Station No. 7-9 & York Region EMS Paramedic Response Station","Islington Avenue","Vaughan","Ontario","2005-05-18","2007-07-31","3",“25”,"2323","23","3"
"1872","13654","Waterloo Regional Police Services North Division","45 Columbia Street East","Waterloo","Ontario","2011-01-04","2014-12-17","3",“25”,"4662","23","3"
"1873","12823","City of Waterloo Fire Station No. 4","911 University Avenue","Waterloo","Ontario","2009-12-08","2012-01-24","3",“25”,"571","23","3"
"1874","10758","Confidential Project",,,"Alberta","2007-06-06","2017-04-27","3",“25”,"4805","23","3"
"1875","10588","Confidential Project",,,"Alberta","2007-02-20","2010-11-15","3",“25”,"3550","23","3"
"1876","15744","Brampton Fire Station 211 and Peel Region Paramedic Services","10775 The Gore Road","Brampton","Ontario","2012-08-22","2015-09-29","3",“26”,"1293","23","3"
"1877","13873","Caledon East O.P.P. Station","15924 Innis Lake Rd","Caledon","Ontario","2010-10-27","2014-03-31","3",“26”,"2254","23","3"
"1878","16284","Fire Station 119 & Peel Regional Paramedic Satellite Station S11","6375 Airport Road","Mississauga","Ontario","2013-06-17","2016-11-02","3",“26”,"1006","23","3"
"1879","15989","Caserne de pompiers no 32","16101, rue Sherbrooke Est","Montréal","Quebec","2012-12-17","2016-09-01","3",“26”,"1216","23","3"
"1880","14267","Town of Okotoks Southridge Emergency Services Building","98 Woodhaven Drive","Okotoks","Alberta","2011-03-28","2014-11-18","3",“26”,"3490","23","3"
"1881","13849","Richmond Community Safety Building","11411 No. 5 Road","Richmond","British Columbia","2010-09-22","2013-10-09","3",“26”,"21453","23","3"
"1882","15497","Confidential Project",,,"Quebec","2012-04-26","2015-11-26","3",“26”,"1441","23","3"
"1883","13464","Metro Transit Dartmouth Bridge Terminal","24 Nantucket Ave","Dartmouth","Nova Scotia","2010-05-06","2017-10-12","2",“25”,"675","24","3"
"1884","17365","Lacewood Transit Terminal","320 Lacewood Drive","Halifax","Nova Scotia","2015-01-05","2016-09-30","2",“26”,"329","24","3"
"1885","11304","The Salt Building","85 West 1st Ave","Vancouver","British Columbia","2008-07-10","2012-03-08","3",“21”,"1509",“25”,"3"
"1886","12202","Appleby Ice Centre","1201 Appleby Line","Burlington","Ontario","2009-07-02","2013-06-10","1",“25”,"6168",“28”,"3"
"1887","13308","SFCRA Facility Expansion Project","333 Shawville Blvd SE suite 100","Calgary","Alberta","2010-03-29","2013-11-22","1",“25”,"9267",“28”,"3"
"1888","10583","Innisfil Recreational Complex","7315 Yonge St.","Innisfil","Ontario","2007-03-04","2010-06-22","1",“25”,"13046",“28”,"3"
"1889","10198","Tournament Capital Centre Fieldhouse","910 McGill Road","Kamloops","British Columbia","2005-07-29","2012-10-10","1",“25”,"13718",“28”,"3"
"1890","12607","Mount Pearl Summit Centre Addition","126 Smallwood Drive","Mount Pearl","Newfoundland and Labrador","2009-10-06","2017-12-22","1",“25”,"5935",“28”,"3"
"1891","12608","Mount Pearl Glacier Arena Addition","45 Olympic Drive","Mount Pearl","Newfoundland and Labrador","2009-10-06","2017-12-22","1",“25”,"4600",“28”,"3"
"1892","16515","Medicine Hat Events Centre","2802 Box Springs Way NW","Medicine Hat","Alberta","2013-12-09","2017-06-15","1",“26”,"18386",“28”,"3"
"1893","15751","Grandview Heights Aquatic Centre","16809 24 Avenue","Surrey","British Columbia","2012-09-11","2016-11-30","1",“26”,"8756",“28”,"3"
"1894","13108","Libro Credit Union Centre","Meloche Road","Amherstburg","Ontario","2010-02-05","2013-12-04","2",“25”,"12455",“28”,"3"
"1895","12879","The Fenlands Banff Recreation Centre","100 Mount Norquay Road","Banff","Alberta","2009-12-18","2013-02-06","2",“25”,"8150",“28”,"3"
"1896","13332","Clareview Recreation Centre and Clareview Branch Library","3804 - 139 Avenue NW","Edmonton","Alberta","2010-04-05","2016-06-30","2",“25”,"32407",“28”,"3"
"1897","12339","Commonwealth Community Recreation Centre","11000 Stadium Road","Edmonton","Alberta","2009-07-28","2016-04-22","2",“25”,"16950",“28”,"3"
"1898","10610","Terwillegar Community Recreation Centre","2051 Leger Road","Edmonton","Alberta","2007-03-06","2014-09-05","2",“25”,"32354",“28”,"3"
"1899","12357","North Wentworth Twin Pad Arena","27 Highway 5 West","Flamborough","Ontario","2009-06-30","2014-06-05","2",“25”,"8824",“28”,"3"
"1900","12759","Jasper Fitness Centre","303 Pyramid Road","Jasper","Alberta","2009-11-11","2014-09-08","2",“25”,"502",“28”,"3"
"1901","10455","K-Rock Centre","King St. & Barrack St.","Kingston","Ontario","2006-11-01","2010-05-25","2",“25”,"12452",“28”,"3"
"1902","11622","Piscine intérieure du Centre Jean-Claude-Malépart","2633, rue Ontario Est","Montreal","Quebec","2008-10-06","2017-08-28","2",“25”,"2678",“28”,"3"
"1903","12722","West Orillia Sports Complex - Rotary Place","100 University Avenue","Orillia","Ontario","2009-12-01","2012-10-25","2",“25”,"10678",“28”,"3"
"1904","13480","Goulbourn Recreation Centre Ice Pad Twinning","1500 Shea Road","Ottawa","Ontario","2010-05-26","2012-10-03","2",“25”,"3180",“28”,"3"
"1905","10971","Complexe de soccer Chauveau","Parc Chaveau - 7200 Boulevard L'Ormière","Quebec","Quebec","2007-11-02","2012-10-30","2",“25”,"9384",“28”,"3"
"1906","10170","Red Deer Recreation Centre Major Renovation","4501 - 47A Avenue","Red Deer","Alberta","2005-04-27","2009-06-15","2",“25”,"4484",“28”,"3"
"1907","10205","Richmond Olympic Oval","6080 River Road","Richmond","British Columbia","2005-08-16","2010-01-29","2",“25”,"46906",“28”,"3"
